google,26.96629213483146,10.112359550561798,62.92134831460674,2020040900,0
google,24.719101123595507,11.235955056179776,64.04494382022472,2020040900,1
google,25.555555555555557,5.555555555555555,68.88888888888889,2020040900,2
google,21.05263157894737,7.368421052631579,71.57894736842105,2020040900,3
google,22.105263157894736,10.526315789473685,67.36842105263158,2020040900,4
google,14.893617021276595,9.574468085106384,75.53191489361703,2020040900,5
google,33.69565217391305,8.695652173913043,57.608695652173914,2020040900,6
google,20.28985507246377,4.3478260869565215,75.3623188405797,202004092254,7
google,18.47826086956522,6.521739130434782,75.0,202004092255,8
google,25.806451612903224,5.376344086021505,68.81720430107526,202004092259,9
google,25.53191489361702,12.76595744680851,61.702127659574465,202004092300,10
google,26.595744680851062,10.638297872340425,62.765957446808514,202004092301,11
google,28.88888888888889,4.444444444444445,66.66666666666667,202004092303,12
google,21.05263157894737,10.526315789473685,68.42105263157895,202004092309,13
google,17.708333333333332,1.0416666666666667,81.25,202004092311,14
google,31.31313131313131,7.070707070707071,61.61616161616162,202004092312,15
google,20.0,8.421052631578947,71.57894736842105,202004092313,16
google,27.47252747252747,4.395604395604396,68.13186813186813,202004092315,17
google,24.46808510638298,5.319148936170213,70.2127659574468,202004092316,18
google,24.444444444444443,8.88888888888889,66.66666666666667,202004092318,19
google,24.210526315789473,10.526315789473685,65.26315789473684,202004092318,20
google,22.340425531914892,3.1914893617021276,74.46808510638297,202004092319,21
google,28.089887640449437,7.865168539325842,64.04494382022472,202004092322,22
google,22.916666666666668,8.333333333333334,68.75,202004092322,23
google,16.304347826086957,11.956521739130435,71.73913043478261,202004092324,24
google,19.35483870967742,8.602150537634408,72.04301075268818,202004092325,25
